archetype,decktype,player,quantity,scryfallId
Control,Grixis Control,Thomas,1,22c26e44-e129-4c4d-b552-3cc8774ce1a4
Control,Grixis Control,Thomas,1,55a14f30-4ff9-4472-90a6-c3139f1c18e5
Control,Grixis Control,Thomas,1,7c884e1e-fecb-4330-b3de-5fc2a60f7173
Control,Grixis Control,Thomas,1,0e606072-a3aa-4300-ba90-ec92a721fa76
Control,Grixis Control,Thomas,1,9814d8e8-c462-41ca-9909-1c659f488543
Control,Grixis Control,Thomas,1,866b7fd4-86e3-4b42-b1ea-33bad0db1f9f
Control,Grixis Control,Thomas,1,07a3d9e8-8597-498b-869c-cff79e0df516
Control,Grixis Control,Thomas,1,5427d8a6-ac9e-4e50-bd39-81713b2ade25
Control,Grixis Control,Thomas,1,3bd1ec98-8188-4649-899e-b0972509fc7e
Control,Grixis Control,Thomas,1,33672990-4860-4aa6-ac1b-f9da66f5da59
Control,Grixis Control,Thomas,1,f05e9a3e-8a35-4687-85cb-e31b3927a5e2
Control,Grixis Control,Thomas,1,e4e6794a-feeb-4fc8-a2ee-38c75c18aaae
Control,Grixis Control,Thomas,1,4b4956a2-9a39-4152-9c98-70e4b2acfa26
Control,Grixis Control,Thomas,1,120be808-ff3b-4fca-96a1-4db6b9825856
Control,Grixis Control,Thomas,1,416d2d51-8f29-4e95-b037-e8c32b081e6c
Aggro,Selesnya Aggro,Tinu,1,005dae9a-dddc-4a11-95bb-cce319edcce4
Aggro,Selesnya Aggro,Tinu,1,0fe070f4-8877-4280-b8fd-869f3ac34ab6
Aggro,Selesnya Aggro,Tinu,1,01e7b0bc-1c6c-48f4-8b72-1a809f536c6c
Aggro,Selesnya Aggro,Tinu,1,3b6e5956-f795-451b-bb24-56462d1ced27
Aggro,Selesnya Aggro,Tinu,1,2c695df6-6bf2-4e6b-8500-e3116137ca27
Aggro,Selesnya Aggro,Tinu,1,c86b8a75-9e31-4a44-95b8-c83b9a49646f
Aggro,Selesnya Aggro,Tinu,1,89f5cc05-5d9d-4709-b3c5-a6249c294acc
Aggro,Selesnya Aggro,Tinu,1,a178cfe8-f9fa-4255-88d0-54a0bed079f5
Aggro,Selesnya Aggro,Tinu,1,eeeffc0b-dc92-458e-ad58-86ff6077a508
Aggro,Selesnya Aggro,Tinu,1,19557351-b65f-4b04-b971-66abdc07000a
Aggro,Selesnya Aggro,Tinu,1,224d904a-5972-4152-878a-9a922e7a55b6
Aggro,Selesnya Aggro,Tinu,1,2b5315a4-6a78-456f-8d5a-fea9d62f3f0e
Aggro,Selesnya Aggro,Tinu,1,fe964e7e-e2c5-4263-889d-0a531eb51442
Aggro,Selesnya Aggro,Tinu,1,2b74bb81-fb9a-40e5-a941-e517430b52f5
Aggro,Selesnya Aggro,Tinu,1,f3537373-ef54-4578-9d05-6216420ee349
Aggro,Selesnya Aggro,Tinu,1,635245e9-c27f-4a51-a6f1-bae62e696542
Aggro,Selesnya Aggro,Tinu,1,045ce37b-86d2-4e56-84af-b6625b53d13c
Aggro,Selesnya Aggro,Tinu,1,73a065e3-b530-4e62-ab3c-4f6f908184ec
Aggro,Selesnya Aggro,Tinu,1,345a4aee-5846-4ae9-9af1-4c8fe8d692ec
Aggro,Selesnya Aggro,Tinu,1,41e108a5-4e2f-42cf-9ea1-87bf3c0a2b7f
Aggro,Selesnya Aggro,Tinu,1,73cc6df4-3564-4ace-bf8a-eac3e62d725a
Aggro,Selesnya Aggro,Tinu,1,fadb218d-29e2-42d1-a7a1-1066741d63ad
Aggro,Selesnya Aggro,Tinu,1,f632be90-9e7f-41f8-a52e-a2952354d730
Aggro,Selesnya Aggro,Tinu,1,07313dd3-d0dc-40ca-98a3-fa4d39e5bcae
Aggro,Selesnya Aggro,Tinu,1,cdfadb17-76ad-4d4d-9fa7-33c4b88b4c0a
Aggro,Selesnya Aggro,Tinu,1,87cc2855-6b14-44dd-a398-7dc2bbae081f
Aggro,Selesnya Aggro,Tinu,1,8ff57c8b-173e-4a72-a0a0-1ad2d5cc6e5e
Aggro,Gruul Aggro,Tommy,1,e58e681e-a069-4414-aafe-634c7987fd0d
Aggro,Gruul Aggro,Tommy,1,4720b4f2-e6af-4223-9250-a0ed21ed5693
Aggro,Gruul Aggro,Tommy,1,aced2c55-7543-4076-bcdd-36c4d649b8ae
Aggro,Gruul Aggro,Tommy,1,bbec97ff-bb84-4496-9e09-d4fc1570c516
Aggro,Gruul Aggro,Tommy,1,006d2bf1-20f7-4b09-8d98-8233d91682bd
Aggro,Gruul Aggro,Tommy,1,1c0f2873-5849-4cab-855a-2fbbc41dbb6c
Aggro,Gruul Aggro,Tommy,1,e4775a26-0b66-40e9-8f64-41d9308ca032
Aggro,Gruul Aggro,Tommy,1,80c72839-0fa6-4b5f-83b7-6553ebf09bef
Aggro,Gruul Aggro,Tommy,1,7eb39e97-53c2-4df0-9fb3-a3d6a24ec41f
Aggro,Gruul Aggro,Tommy,1,2e139ad1-1079-49e9-babd-6399c44ad333
Aggro,Gruul Aggro,Tommy,1,9417f14c-a853-42c6-a992-29139484260a
Aggro,Gruul Aggro,Tommy,1,071daca8-ccc6-4707-843e-adac40dd1588
Aggro,Gruul Aggro,Tommy,1,1f2f7d4b-aa65-42ed-a441-8e35be96743c
Aggro,Gruul Aggro,Tommy,1,3d8ca18d-9099-4f1e-95c1-f04da58a26bd
Aggro,Gruul Aggro,Tommy,1,f5fb426a-5618-4dd4-9c51-0cc847be8c1d
Aggro,Gruul Aggro,Tommy,1,a3bb2881-e8fb-4fba-a9f9-d93e6ca24378
Aggro,Gruul Aggro,Tommy,1,fc7d1912-7e27-49ef-bd98-375d975a42b0
Aggro,Gruul Aggro,Tommy,1,340c5799-4964-44dd-8c48-8f3f3aba5211
Aggro,Gruul Aggro,Tommy,1,c7bbb911-9de2-455d-9677-e1004db65dbd
Aggro,Gruul Aggro,Tommy,1,4c6cf93a-d073-48ac-88db-c46bf3e10beb
Aggro,Gruul Aggro,Tommy,1,b3da28c7-6e92-439d-a163-91682d4f11dc
Aggro,Gruul Aggro,Tommy,1,928036c9-11b8-493e-b9f2-8fbd3487cd19
Aggro,Gruul Aggro,Tommy,1,7832abb5-5107-4603-904e-491b221bd3e3
Aggro,Gruul Aggro,Tommy,1,9d48aaff-46ab-411b-9456-171d4709f951
Aggro,Gruul Aggro,Tommy,1,a87606cc-fbf0-4e2c-9798-f1c935d0573d
Aggro,Gruul Aggro,Tommy,1,fa87bf1e-2062-4983-b1c4-98bffea69a4c
Aggro,Gruul Aggro,Tommy,1,54a3ea87-005e-4985-b2a5-21711d0b71c0
